name,nation,foldered,rank,role,mainArm,main_arm_diameter,purchase_type,is_premium,is_reserve,br_ab,br_rb,br_sb,repair_ab,repair_rb,repair_sb,sl_mod_ab,sl_mod_rb,sl_mod_sb,rp_mod_ab,rp_mod_rb,rp_mod_sb,main_reload_base,main_reload_upgraded,forward_ab,forward_rbsb,reverse_ab,reverse_rbsb,stabilizer,can_float,smoke_grenade,ess,night_vision,revers_gear,rangefinder,dozer,autoloader,era_armor,thermal_vision,laser_rangefinder,hydro_suspension,composite_armor,lwr
Centurion Mk 3,Britain,False,4,Medium,20pdr OQF Mk.I (84mm),84,Tech Tree,False,False,7.7,7.7,7.7,3511,3973,5637,120,180,200,178,178,178,8.1,6.3,39,35,14,12,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Charioteer Mk VII,Britain,False,4,Medium,20pdr OQF Mk.I (84mm),84,Tech Tree,False,False,6,6.3,6,2569,3165,4008,100,160,190,166,166,166,8.1,6.3,63,57,4,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FV4202,Britain,False,4,Medium,84mm 20pdr OQF Mk.I cannon,84,Tech Tree,False,False,7.3,7.3,7.3,3167,3610,4998,120,180,200,172,172,172,8.1,6.3,35,32,6,5,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
FV4005,Britain,False,4,Tank destroyer,QF L4A1 (183mm),183,Tech Tree,False,False,6.3,6.3,6.7,2557,2909,4250,100,160,200,160,160,160,38.9,29.9,31,28,11,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M109A1 (Great Britain),Britain,False,4,Tank destroyer,155mm M185 cannon,155,Tech Tree,False,False,6.3,6.3,6.3,3148,3601,4887,110,180,230,166,166,166,17.3,13.3,62,57,13,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tortoise,Britain,True,4,Tank destroyer,32pdr OQF (94mm),94,Tech Tree,False,False,6.7,6.7,6.3,3599,4092,5376,120,200,250,172,172,172,11.1,8.6,21,20,21,20,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Conway,Britain,True,4,Tank destroyer,Ordnance QF Tk. L1A2 (120mm),120,Tech Tree,False,False,6.7,7,7,4056,4573,6670,130,210,240,178,178,178,19.4,14.9,41,38,14,13,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Skink,Britain,False,4,SPAA,4x 20mm Polsten cannon,20,Tech Tree,False,False,6,5.3,5.3,2948,2314,3511,110,140,200,160,160,160,1.3,1,35,33,5,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ratel 90,Britain,True,4,Light,GT-2 (90mm),90,Tech Tree,False,False,6.3,6.3,6.3,1745,2136,2780,100,130,160,160,160,160,8.7,6.7,117,106,20,18,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Ratel 20,Britain,True,4,Light,GI-2 (20mm),20,Tech Tree,False,False,6.7,6.7,6.7,2114,2594,3459,100,140,170,166,166,166,10.4,8,117,106,20,18,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
G6,Britain,True,4,Tank destroyer,155mm G6 L/45 cannon,155,Tech Tree,False,False,6.7,6.7,6.7,3032,3368,4950,120,190,210,166,166,166,19.4,14.9,93,86,9,8,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
Eland 90 Mk.7,Britain,True,4,Light,GT-2 (90mm),90,Tech Tree,False,False,7,7.7,7.7,2445,2954,3995,110,140,190,172,172,172,8.7,6.7,100,90,20,18,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Fox,Britain,False,4,Light,L21A1 (30mm),30,Tech Tree,False,False,7,7,7,2423,2955,3967,100,150,190,178,178,178,1,0.8,110,99,110,99,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False
Strv 81 (RB 52) (Great Britain),Britain,False,4,Medium,Kan Strv 81 (84mm),84,Gift,True,False,7.7,7.7,7.7,2656,3061,4259,260,380,420,368,368,368,8.1,6.3,39,35,14,12,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Centurion Action X,Britain,False,4,Medium,20pdr OQF Mk.I (84mm),84,GE,True,False,7.7,7.7,7.7,2743,3158,4414,260,400,440,380,380,380,8.1,6.3,39,35,14,13,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Black Prince,Britain,False,4,Heavy,QF 17-pounder (76mm),76,Gift,True,False,6,6,5.7,2629,2925,3891,240,380,440,356,356,356,7.1,5.5,19,18,3,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Centurion Mk.2,Britain,False,4,Medium,QF 17-pounder (76mm),76,Market,True,False,6.7,6.7,6.7,2099,2474,3234,240,360,420,344,344,344,7.6,5.9,39,35,14,12,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Caernarvon,Britain,True,5,Heavy,20pdr OQF Mk.I (84mm),84,Tech Tree,False,False,7.7,7.7,7.7,4914,5249,7502,140,200,220,184,184,184,8.1,6.3,37,34,13,12,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Conqueror,Britain,True,5,Heavy,Ordnance QF Tk. L1A2 (120mm),120,Tech Tree,False,False,7.7,7.7,7.7,4996,5311,8461,140,200,230,190,190,190,19.4,14.9,37,35,13,12,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Centurion Mk 10,Britain,False,5,Medium,Royal Ordnance L7A1 (105mm),105,Tech Tree,False,False,8,8,8,3878,4319,6124,130,200,230,196,196,196,8.7,6.7,39,35,14,13,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
Vickers Mk.1,Britain,False,5,Medium,Royal Ordnance L7A1 (105mm),105,Tech Tree,False,False,8,8,8,3837,4319,5964,130,200,220,196,196,196,6.5,5,54,49,13,12,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
Swingfire,Britain,False,5,Tank destroyer,2x BAe Swingfire,170,Tech Tree,False,False,8,8,8,5120,5163,8549,150,210,250,196,196,196,0.6,0.5,57,53,10,9,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
Falcon,Britain,False,5,SPAA,2x HSS 831L (30mm),30,Tech Tree,False,False,8,8.3,8.3,4367,3728,4702,140,180,220,196,196,196,65,50,53,48,9,8,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Centurion Mk.5 AVRE,Britain,False,5,Medium,ORD BL 6.5in L9A1 (165mm),165,Gift,True,False,8,7,7,2851,3232,4306,260,400,440,392,392,392,27.7,21.3,39,35,14,13,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
Centurion Mk.5/1,Britain,False,5,Medium,84mm 20pdr OQF Mk.I cannon,84,Market,True,False,7.7,7.7,7.7,2743,3158,4414,260,400,440,380,380,380,8.1,6.3,39,35,14,13,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Chieftain Mk 3,Britain,True,6,Medium,Ordnance BL Tk. L11 (120mm),120,Tech Tree,False,False,8.7,8.7,8.7,3824,4233,5410,140,200,240,208,208,208,9.7,7.5,46,41,11,10,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False
Chieftain Mk 5,Britain,True,6,Medium,Ordnance BL Tk. L11 (120mm),120,Tech Tree,False,False,8.7,8.7,8.7,4097,4246,5257,140,200,230,214,214,214,9.7,7.5,54,49,13,12,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False
Chieftain Mk 10,Britain,False,6,Medium,Ordnance BL Tk. L11 (120mm),120,Tech Tree,False,False,9,9,9,4101,4189,5353,150,200,230,220,220,220,9.7,7.5,54,49,13,12,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
Vickers Mk.3,Britain,False,6,Medium,105mm Royal Ordnance L7A1 cannon,105,Tech Tree,False,False,8.3,8.3,8.3,4150,4590,6295,140,200,250,208,208,208,8.7,6.7,56,50,13,12,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
Vickers Mk.11,Britain,False,6,Light,LRF (105mm),105,Tech Tree,False,False,8.7,8.7,8.7,3094,3239,3757,130,160,200,214,214,214,8.7,6.7,117,106,12,10,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False
VFM5,Britain,False,6,Light,LRF (105mm),105,Tech Tree,False,False,9.3,9.3,9.3,3323,3252,4165,130,170,220,226,226,226,8.7,6.7,78,70,17,15,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
Warrior,Britain,True,6,Light,L21A1 (30mm),30,Tech Tree,False,False,8.3,8.3,8.3,2662,3016,3683,120,160,200,208,208,208,1,0.8,84,75,84,75,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False
ZT3A2,Britain,True,6,Tank destroyer,ZT3,127,Tech Tree,False,False,8.3,8.3,8.3,4177,4782,5065,160,210,250,214,214,214,19.5,15,115,106,20,18,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False
Striker,Britain,False,6,Tank destroyer,BAe Swingfire,170,Tech Tree,False,False,8.3,8.3,8.3,4702,5152,6436,160,210,250,214,214,214,0.6,0.5,88,81,88,81,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False
Chieftain Marksman,Britain,True,6,SPAA,2x Oerlikon KDA (35mm),35,Tech Tree,False,False,8.3,8.3,8.3,4444,3802,4781,150,190,230,208,208,208,1.3,1,53,49,13,12,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
ZA-35,Britain,True,6,SPAA,2x GA-35 (35mm),35,Tech Tree,False,False,8.3,8.3,8.3,4520,3853,4683,150,190,230,214,214,214,1.3,1,131,121,40,37,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False
Rooikat Mk.1D,Britain,True,6,Light,GT-4 (76mm),76,Tech Tree,False,False,8.3,8.3,8.3,2833,3050,3642,120,160,200,208,208,208,8.7,6.7,134,121,41,37,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False
Olifant Mk.1A,Britain,True,6,Medium,GT-3 (105mm),105,Tech Tree,False,False,8.3,8.3,8.3,4156,4522,5779,140,200,240,214,214,214,8.7,6.7,54,49,9,8,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
Rooikat MTTD,Britain,True,6,Light,GT-7 (105mm),105,Tech Tree,False,False,9,9,9,3169,3316,3841,130,160,210,220,220,220,6.7,6.7,134,121,41,37,True,False,False,True,True,False,False,False,True,False,True,True,False,False,False
Olifant Mk.2,Britain,True,6,Medium,GT-8 (105mm),105,Tech Tree,False,False,9.3,9.3,9.3,3949,4029,5149,150,200,240,226,226,226,8.7,6.7,65,58,24,22,True,False,True,True,True,False,False,False,False,False,True,True,False,False,False
Vijayanta,Britain,False,6,Medium,105mm Royal Ordnance L7A1 cannon,105,GE,True,False,8.3,8.3,8.3,3182,3469,4638,280,420,500,428,428,428,6.5,5,54,49,13,12,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
Khalid,Britain,False,6,Medium,Ordnance BL Tk. L11 (120mm),120,GE,True,False,9.3,9.3,9.3,3085,3148,3887,300,400,460,440,440,440,9.7,7.5,62,56,41,37,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
Sho't Kal Dalet (Great Britain),Britain,False,6,Medium,Sharir (105mm),105,Gift,True,False,9,9,9,3017,3113,3970,280,400,460,428,428,428,8.7,6.7,54,49,9,8,True,False,True,True,True,False,False,False,False,True,True,True,False,False,False
Rooikat 105,Britain,False,6,Light,GT-7 (105mm),105,Pack,True,False,9,9.3,9.3,2676,2841,3489,260,340,440,452,452,452,8.7,6.7,134,121,41,37,True,False,True,True,True,False,False,False,False,False,True,True,False,False,False
Challenger Mk.2,Britain,True,7,Medium,L11A5 (120mm),120,Tech Tree,False,False,10,10,10,4239,4108,4801,150,200,250,232,232,232,6.5,5,62,56,41,37,True,False,True,False,True,False,False,True,False,False,True,True,False,True,False
Challenger Mk.3,Britain,True,7,Medium,120mm L11A5 cannon,120,Tech Tree,False,False,10.3,10.3,10.3,4303,4166,4873,150,200,250,238,238,238,6.5,5,62,56,41,37,True,False,True,True,True,False,False,False,False,True,True,True,False,True,False
Challenger 2,Britain,True,7,Medium,L30A1 (120mm),120,Tech Tree,False,False,11.3,11.3,11.3,3932,3843,4861,150,190,210,244,244,244,6.5,5,66,60,42,38,True,False,True,True,True,False,False,False,False,True,True,True,False,True,False
Challenger 2 (2F),Britain,True,7,Medium,L30A1 (120mm),120,Tech Tree,False,False,11.3,11.3,11.3,4193,4097,5183,150,190,210,244,244,244,6.5,5,66,60,42,38,True,False,True,True,True,False,False,False,False,True,True,True,False,True,False
Challenger 2 TES,Britain,True,7,Medium,L30A1 (120mm),120,Tech Tree,False,False,11.3,11.3,11.3,4343,4245,5369,150,190,210,244,244,244,6.5,5,66,60,42,38,True,False,True,True,True,False,False,False,False,True,True,True,False,True,False
Vickers Mk.7,Britain,False,7,Medium,120mm L11A5 cannon,120,Tech Tree,False,False,10.3,10.3,10.3,4561,4415,5165,150,200,250,238,238,238,7.8,6,81,73,37,33,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False
Stormer HVM,Britain,False,7,SPAA,Starstreak,130,Tech Tree,False,False,10.3,10.3,10.3,4527,4481,5132,160,200,240,238,238,238,1.3,1,87,80,87,80,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False
TTD,Britain,False,7,Medium,GT-3 (105mm),105,Tech Tree,False,False,10,10,10,4193,4063,4748,150,200,250,232,232,232,8.7,6.7,80,72,35,32,True,False,True,True,True,False,False,False,False,False,True,True,False,True,False
Challenger DS,Britain,False,7,Medium,L11A5 (120mm),120,Pack,True,False,10,10,10,3363,3260,3794,300,400,500,464,464,464,6.5,5,62,56,41,37,True,False,True,True,True,False,False,False,False,False,True,True,False,True,False
Challenger 2 OES,Britain,False,7,Medium,L30A1 (120mm),120,GE,True,False,11.3,11.3,11.3,3506,3375,4194,300,380,420,488,488,488,6.5,5,66,60,42,38,True,False,True,True,True,False,False,False,False,True,True,True,False,True,False
Bhishma TWMP,Britain,False,7,Medium,2A46M-5 (125mm),125,Squadron,False,False,10.3,10.3,10.3,4010,3884,4534,150,190,240,232,232,232,7.1,7.1,67,60,5,5,True,False,True,True,True,False,False,False,True,True,True,True,False,True,False
Challenger 2 (YouTube Cup),Britain,False,7,Medium,L30A1 (120mm),120,Gift,False,False,11.3,11.3,11.3,3932,3843,4861,150,190,210,232,232,232,6.5,5,66,60,42,38,True,False,True,True,True,False,False,False,False,True,True,True,False,True,False
Black Night,Britain,True,8,Medium,L30A1 (120mm),120,Tech Tree,False,False,11.7,11.7,11.7,4401,4274,5413,150,190,210,250,250,250,6.5,5,66,60,42,38,True,False,True,True,True,False,False,False,False,False,True,True,False,True,True
Challenger 2E,Britain,True,8,Medium,L30A1 (120mm),120,Tech Tree,False,False,11.7,11.7,11.7,4446,4309,5453,160,200,210,256,256,256,6.5,5,80,72,39,35,True,False,True,True,True,False,False,False,False,False,True,True,False,True,False
Challenger 3 TD,Britain,False,8,Medium,120mm Rh120 L/55 A1 cannon,120,Tech Tree,False,False,11.7,11.7,11.7,4446,4309,5453,160,200,210,256,256,256,7.8,6,66,60,42,38,True,False,True,True,True,False,False,False,False,False,True,True,False,True,True
ADATS (M113),Britain,False,8,Tank destroyer,MIM146 ATGM/SAM,152,Tech Tree,False,False,11.7,11.7,11.7,5815,4927,5209,150,150,140,250,250,250,19.5,15,70,65,17,15,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False
Ha-Go,Japan,False,1,Light,Type 94 (37mm),37,Tech Tree,False,False,1,1,1,106,95,111,10,10,20,100,100,100,4.3,3.3,54,49,6,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ke-Ni,Japan,False,1,Light,37mm Type 100 cannon,37,Tech Tree,False,True,1,1,1,0,0,0,10,10,10,100,100,100,4.3,3.3,50,45,8,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ka-Mi,Japan,False,1,Light,37mm Type 1 cannon,37,Tech Tree,False,False,1,1,1,106,95,111,10,10,20,100,100,100,5.2,4,45,40,12,10,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
I-Go Ko,Japan,False,1,Light,Type 90 (57mm),57,Tech Tree,False,True,1,1,1,0,0,0,10,10,10,100,100,100,4.3,3.3,30,27,5,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chi-Ha,Japan,False,1,Medium,Type 97 (57mm),57,Tech Tree,False,False,1.3,1.3,1.3,132,110,120,10,10,20,100,100,100,4.3,3.3,45,40,7,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ho-I,Japan,False,1,Medium,75mm Type 99 cannon,75,Tech Tree,False,False,2.3,2,2,318,337,409,20,30,30,106,106,106,7.6,5.9,49,44,10,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ho-Ro,Japan,False,1,Tank destroyer,150mm Type 38 howitzer,150,Tech Tree,False,False,1.3,1.3,1.3,93,107,126,10,20,20,100,100,100,17.3,13.3,44,40,7,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ro-Go Exp.,Japan,False,1,Tank destroyer,Schneider-Canet 1898 (120mm),120,Tech Tree,False,False,1.7,1.7,1.7,193,229,271,20,20,30,100,100,100,13,10,25,23,8,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Type 94,Japan,False,1,SPAA,20mm Type 98 cannon,20,Tech Tree,False,False,1.3,1.3,1.3,101,89,138,10,10,20,100,100,100,3.9,3,65,60,19,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ta-Se,Japan,False,1,SPAA,20mm Type 98 cannon,20,Tech Tree,False,False,1.7,1.7,1.7,211,195,276,20,20,20,100,100,100,3.9,3,49,45,8,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ha-Go Commander,Japan,False,1,Light,Type 94 (37mm),37,GE,True,False,1,1,1,322,172,170,40,40,40,150,150,150,4.3,3.3,54,49,6,6,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Ro-Go,Japan,False,1,Heavy,Type 94 (70mm),70,GE,True,False,1.3,1.3,1.3,3307,423,725,60,60,80,212,212,212,5.2,4,25,23,7,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ka-Chi,Japan,False,1,Medium,Type 1 (47mm),47,Gift,True,False,2,2,2,638,200,180,40,40,40,200,200,200,4.3,3.3,39,35,11,10,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Chi-Ha Kai,Japan,False,2,Medium,Type 1 (47mm),47,Tech Tree,False,False,2.3,2.3,2.3,417,446,559,30,40,40,112,112,112,4.3,3.3,45,40,7,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chi-He,Japan,False,2,Medium,Type 1 (47mm),47,Tech Tree,False,False,2.7,2.7,2.7,566,638,767,30,50,60,118,118,118,4.3,3.3,49,44,10,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ho-Ni I,Japan,True,2,Tank destroyer,75mm Type 90 cannon,75,Tech Tree,False,False,2,2,2,416,465,551,30,50,60,112,112,112,7.8,6,44,40,7,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ho-Ni III,Japan,True,2,Tank destroyer,Type 3 (75mm),75,Tech Tree,False,False,2.3,2.3,2.3,600,660,801,40,60,70,118,118,118,7.1,5.5,44,40,7,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chi-Ha LG,Japan,False,2,Tank destroyer,120mm 10th Year Type cannon,120,Tech Tree,False,False,2.7,2.7,2.7,622,692,808,40,60,70,118,118,118,13,10,44,40,7,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M16 MGMC (Japan),Japan,False,2,SPAA,4x 12.7mm M2HB machine gun,12.7,Tech Tree,False,False,2.7,2.7,2.7,653,536,829,40,50,60,118,118,118,10.4,8,80,73,19,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
So-Ki,Japan,False,2,SPAA,2x 20mm Type 98 cannon,20,Tech Tree,False,False,3,3,3,1037,844,1322,70,70,100,130,130,130,3.9,3,49,45,8,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chi-Ha Short Gun,Japan,False,2,Medium,120mm Navy short gun,120,GE,True,False,2,1.7,1.7,934,498,1235,80,100,140,224,224,224,13,10,45,40,7,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chi-He (5th Regiment),Japan,False,2,Medium,Type 1 (47mm),47,Pack,True,False,2.7,2.7,2.7,750,510,1938,80,100,180,236,236,236,4.3,3.3,49,44,10,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chi-Ha Kai TD,Japan,False,2,Medium,Type 1 (47mm),47,Gift,False,False,2.3,2.3,2.3,417,446,559,30,40,40,112,112,112,4.3,3.3,45,40,7,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M24 (Japan),Japan,False,3,Light,M6 (75mm),75,Tech Tree,False,False,3.3,3.7,3.7,833,957,1131,60,80,110,136,136,136,8.4,6.5,63,57,26,24,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Chi-Nu,Japan,False,3,Medium,Type 3 (75mm),75,Tech Tree,False,False,3.3,3.3,3.3,990,1133,1421,60,90,110,136,136,136,7.8,6,44,39,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chi-To,Japan,True,3,Medium,Type II Model II (75mm),75,Tech Tree,False,False,4.7,4.7,4.7,1258,1465,1848,80,120,140,148,148,148,8.4,6.5,50,45,10,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chi-To Late,Japan,True,3,Medium,Type II Model II (75mm),75,Tech Tree,False,False,4.7,4.7,4.7,1582,1865,2312,80,130,160,154,154,154,8.4,6.5,50,45,10,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chi-Ri II,Japan,False,3,Medium,75mm Type II Model I cannon,75,Tech Tree,False,False,5,5,5,1584,1873,2339,80,130,150,154,154,154,4.3,3.3,51,46,10,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Na-To,Japan,False,3,Tank destroyer,75mm Lightweight Type I Model II cannon,75,Tech Tree,False,False,3.3,3.3,3.3,1042,1212,1470,70,110,140,136,136,136,7.6,5.9,44,40,9,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M19A1 (Japan),Japan,False,3,SPAA,2x Dual Automatic Gun M2 (40mm),40,Tech Tree,False,False,4.7,4,4,1326,1006,1493,70,90,130,136,136,136,0.6,0.5,62,57,26,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M42 (Japan),Japan,False,3,SPAA,2x Dual Automatic Gun M2 (40mm),40,Tech Tree,False,False,5,4.3,4.7,1421,1103,1625,80,100,150,142,142,142,0.6,0.5,79,73,21,19,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Chi-Nu II,Japan,False,3,Medium,Type II Model II (75mm),75,GE,True,False,4.3,4.3,4.3,734,904,1206,160,240,280,296,296,296,8.4,6.5,44,39,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M4A3 (76) W (Japan),Japan,False,4,Medium,M1 (76mm),76,Tech Tree,False,False,5.3,5.7,5.7,2169,2637,3401,90,150,180,160,160,160,7.6,5.9,47,43,7,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M41A1 (Japan),Japan,False,4,Light,M32 (76mm),76,Tech Tree,False,False,6,6.3,6.3,2108,2591,3381,110,140,180,166,166,166,7.6,5.9,81,73,21,19,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Type 60 SPRG (C),Japan,True,4,Tank destroyer,Type 60 (B) (106mm),106,Tech Tree,False,False,6.7,6.7,6.7,3571,4060,5802,120,200,240,172,172,172,13,10,60,55,17,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Type 60 ATM,Japan,True,4,Tank destroyer,2x Type 64 MAT ATGM,120,Tech Tree,False,False,6.7,6.7,6.7,4115,4659,6667,130,200,250,178,178,178,13,10,50,46,10,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ST-A1,Japan,True,4,Medium,M3A1 (90mm),90,Tech Tree,False,False,6.3,6.3,6.3,2787,3328,4279,110,160,190,166,166,166,9.7,7.5,50,45,20,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ST-A2,Japan,True,4,Medium,M3A1 (90mm),90,Tech Tree,False,False,6.3,6.3,6.3,3225,3870,4954,120,180,210,172,172,172,9.7,7.5,50,45,20,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Type 61,Japan,True,4,Medium,90mm Type 61 cannon,90,Tech Tree,False,False,6.3,6.7,6.7,2785,3344,4369,120,180,200,172,172,172,9.7,7.5,51,46,9,9,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False
ST-A3,Japan,True,4,Medium,90mm Type 61 cannon,90,Tech Tree,False,False,6.7,6.7,6.7,3514,4111,5351,120,180,210,178,178,178,6,6,51,46,9,9,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
M36 (Japan),Japan,False,4,Tank destroyer,M3A1 (90mm),90,Tech Tree,False,False,5.7,5.7,5.7,2427,2866,3956,100,160,210,160,160,160,9.7,7.5,44,41,6,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Type 75 SPH,Japan,False,4,Tank destroyer,155mm NSJ L/30 cannon,155,Tech Tree,False,False,6.7,6.3,6.3,3529,3784,5271,120,190,250,172,172,172,10,10,52,48,21,19,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
SUB-I-II,Japan,False,4,SPAA,20mm Rh202 cannon,20,Tech Tree,False,False,5.3,5.3,5.3,2794,2217,3429,110,140,200,160,160,160,10.4,8,55,51,14,13,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Heavy Tank No.6 (Japan),Japan,False,4,Heavy,KwK36 (88mm),88,Market,True,False,6,6,6,2437,2585,3603,240,380,420,344,344,344,9.6,7.4,48,45,9,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ho-Ri Prototype,Japan,False,4,Tank destroyer,105mm Experimental High Velocity cannon,105,GE,True,False,6.7,6.7,6.7,2548,2788,4053,260,400,500,356,356,356,11.1,8.6,44,41,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Type 87 RCV (P),Japan,False,5,Light,20mm Rh202 cannon,20,Tech Tree,False,False,7.7,7.7,7.7,2854,3419,4649,110,160,210,196,196,196,10.4,8,112,101,13,12,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
M47 (Japan),Japan,False,5,Medium,M36 (90mm),90,Tech Tree,False,False,7.3,7.3,7.3,3878,4381,6174,130,200,220,190,190,190,9.7,7.5,54,49,22,20,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
STB-2,Japan,True,5,Medium,L7A3 (105mm),105,Tech Tree,False,False,8.3,8.3,8.3,3793,4187,5732,130,190,230,196,196,196,8.7,6.7,59,54,9,8,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False
Type 74 (C),Japan,True,5,Medium,L7A3 (105mm),105,Tech Tree,False,False,8.3,8.3,8.3,3874,4284,5880,130,200,240,202,202,202,8.7,6.7,59,54,9,8,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False
Type 99,Japan,False,5,Tank destroyer,155mm JSW L/52 cannon,155,Tech Tree,False,False,7.3,7.3,7.3,4258,4742,7018,140,210,240,184,184,184,7.5,7.5,54,50,33,31,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
Ho-Ri Production,Japan,False,5,Tank destroyer,105mm Type 5 cannon,105,Tech Tree,False,False,7.3,7.3,7.3,5297,5446,8857,150,210,240,190,190,190,11.1,8.6,44,41,10,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Type 75 MLRS,Japan,False,5,Tank destroyer,130mm Type 75,130,GE,True,False,7,7,7,3180,2667,4445,280,420,500,392,392,392,10.4,8,55,51,14,13,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
